Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC100578733,nose resistant to fluoxetine protein 6,0 vs 8; 2 vs 8,-0.63,-0.79,-0.76,-0.45,-0.16,-0.13,0.18,0.03,0.34,0.37
LOC412341,alpha-methylacyl-CoA racemase,0 vs 8; 2 vs 8,-0.09,-0.07,-0.12,0.02,0.02,-0.03,0.11,-0.05,0.09,0.11
LOC725305,uncharacterized LOC725305,0 vs 8; 4 vs 8,0.82,1.8,2.42,2.68,0.98,1.6,1.86,0.62,0.88,-1.74
LOC409646,cationic amino acid transporter 3,0 vs 8; 4 vs 8,0.75,0.29,0.72,0.77,-0.46,-0.03,0.02,0.43,0.48,-0.12
LOC409109,mycosubtilin synthase subunit C,2 vs 8; 4 vs 8,-0.02,-0.42,0,0.25,-0.4,0.02,0.27,0.43,0.68,-0.43
LOC725007,spermine oxidase,2 vs 8; 4 vs 8,-0.19,-1.18,0.95,1.05,-0.99,1.14,1.24,2.13,2.23,-1.9
LOC409553,pancreatic triacylglycerol lipase,2 vs 8; 4 vs 8,0.16,0.32,0.57,1.45,0.17,0.41,1.29,0.24,1.12,-0.89
LOC413056,uncharacterized LOC413056,2 vs 8; 4 vs 8,-0.28,-1.53,0.47,2,-1.25,0.75,2.28,2,3.53,-0.95
LOC552028,sodium-coupled neutral amino acid transporter 9 homolog,2 vs 8; 4 vs 8,-0.15,-0.39,-0.43,-0.28,-0.24,-0.28,-0.13,-0.04,0.11,0.23
LOC411670,LON peptidase N-terminal domain and RING finger protein 1,2 vs 8; 4 vs 8,-0.03,0.37,0.21,0.29,0.4,0.24,0.32,-0.17,-0.08,-0.51
CPR1,cuticular protein 1,2 vs 8; 4 vs 8,0.39,-1.68,1.5,3.96,-2.08,1.11,3.57,3.18,5.64,-2.07
LOC408409,UPF0430 protein CG31712,0 vs 2,0.59,0.27,0.4,0.15,-0.32,-0.18,-0.43,0.14,-0.11,0.23
LOC412601,mothers against decapentaplegic homolog 3,0 vs 2,0.54,0.49,0.51,0.57,-0.05,-0.03,0.04,0.02,0.08,-0.07
LOC100578464,uncharacterized LOC100578464,0 vs 2,0.57,0.46,0.29,0.57,-0.11,-0.28,-0,-0.17,0.1,0.49
LOC113218943,uncharacterized LOC113218943,0 vs 2,1.19,0.67,1.11,0.96,-0.51,-0.07,-0.23,0.44,0.28,-0.09
LOC724570,mpv17-like protein 2,0 vs 2,0.89,0.05,0.5,0.41,-0.84,-0.4,-0.48,0.44,0.36,0.19
LOC107964339,short transient receptor potential channel 6-like,0 vs 2,0.79,0.2,0.42,0.48,-0.58,-0.36,-0.31,0.22,0.28,0.45
LOC724350,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",0 vs 2,-0.22,-0.17,-0.1,-0.12,0.05,0.12,0.1,0.07,0.06,-0.36
LOC552745,O-phosphoseryl-tRNA(Sec) selenium transferase,0 vs 2,0.73,0.25,0.45,0.46,-0.49,-0.28,-0.27,0.21,0.21,0.14
LOC409502,uncharacterized LOC409502,0 vs 2,0.5,0.32,0.44,0.29,-0.17,-0.06,-0.21,0.12,-0.03,0
LOC113219187,uncharacterized LOC113219187,0 vs 2,0.97,0.71,0.62,1,-0.25,-0.35,0.03,-0.1,0.29,0.36
LOC100576843,inner centromere protein,0 vs 2,1.04,0.5,0.81,0.57,-0.54,-0.23,-0.48,0.31,0.07,0.1
LOC113218668,uncharacterized LOC113218668,0 vs 2,1.42,1.24,1.28,1.52,-0.18,-0.14,0.1,0.04,0.28,0.33
LOC551118,UPF0472 protein C16orf72 homolog,0 vs 2,-0.31,-0.09,-0.03,0.02,0.22,0.28,0.33,0.06,0.11,-0.28
Mir1175,microRNA mir-1175,0 vs 2,0.93,0.44,-0.06,0.23,-0.48,-0.99,-0.7,-0.5,-0.22,1.16
LOC107964868,uncharacterized LOC107964868,0 vs 2,1.64,1.92,2.38,2.78,0.27,0.73,1.13,0.46,0.86,-1.01
LOC102653659,uncharacterized LOC102653659,0 vs 2,0.41,0.41,0.31,0.36,-0,-0.11,-0.05,-0.1,-0.05,0.48
LOC107965261,uncharacterized LOC107965261,0 vs 2,1.19,0.65,0.77,0.46,-0.54,-0.42,-0.73,0.12,-0.19,0.08
LOC408886,transmembrane 7 superfamily member 3,0 vs 2,0.47,0,0.11,0.11,-0.47,-0.36,-0.36,0.11,0.11,0.32
LOC411069,bifunctional arginine demethylase and lysyl-hydroxylase PSR,0 vs 2,0.49,0.29,0.35,0.37,-0.19,-0.13,-0.12,0.06,0.08,0.04
LOC409735,transcription initiation factor TFIID subunit 6,0 vs 2,0.28,0.18,0.23,0.11,-0.1,-0.05,-0.17,0.05,-0.07,0.06
LOC408834,beclin-1-like protein,0 vs 2,0.11,0.37,0.45,0.58,0.26,0.34,0.47,0.07,0.2,-0.04
LOC102655779,uncharacterized LOC102655779,0 vs 2,0.59,0.7,0.69,0.57,0.12,0.1,-0.02,-0.02,-0.14,-0.08
LOC550918,ATP-binding cassette sub-family G member 4,0 vs 2,0.11,-0.04,-0.39,-0.58,-0.15,-0.5,-0.69,-0.36,-0.55,-0.28
LOC724274,protein lethal(2)essential for life,0 vs 2,2.03,0.75,0.25,0.28,-1.27,-1.78,-1.75,-0.5,-0.47,0.66
LOC552473,USP6 N-terminal-like protein,0 vs 2,-0.68,-0.9,-1.01,-1.29,-0.22,-0.33,-0.61,-0.1,-0.39,0.2
LOC102654792,uncharacterized LOC102654792,0 vs 2,0.84,0.7,0.49,0.51,-0.14,-0.34,-0.33,-0.21,-0.19,0.43
LOC102655794,uncharacterized LOC102655794,0 vs 2,0.56,0.62,0.98,0.37,0.06,0.42,-0.19,0.35,-0.25,0.22
LOC726819,ATP-dependent RNA helicase DDX51,0 vs 2,-0.44,-0.48,-0.4,-0.74,-0.04,0.04,-0.3,0.08,-0.26,-0.18
LOC100576435,shootin-1,0 vs 2,0.59,0.57,0.7,0.61,-0.01,0.12,0.03,0.13,0.04,-0.18
LOC107965599,uncharacterized LOC107965599,0 vs 2,0.65,0.82,0.64,0.68,0.17,-0.01,0.03,-0.18,-0.14,0.01
LOC408275,uncharacterized LOC408275,0 vs 2,0.62,0.64,0.98,0.88,0.01,0.35,0.26,0.34,0.25,-0.41
LOC107964086,uncharacterized LOC107964086,0 vs 2,0.73,0.29,0.47,0.2,-0.44,-0.26,-0.53,0.18,-0.09,0.51
LOC724913,YY1-associated factor 2,0 vs 2,-0.13,-0.14,-0.04,-0.2,-0.01,0.09,-0.07,0.1,-0.06,-0.34
Grd,GABA-gated ion channel,0 vs 2,1.91,2.58,2.55,2.71,0.66,0.64,0.79,-0.02,0.13,-1.26
LOC552017,alpha-catulin,0 vs 2,-0.09,0.04,-0.22,-0.19,0.14,-0.12,-0.1,-0.26,-0.24,-0.11
LOC410390,protein suppressor of forked,0 vs 2,0.33,0.14,0.26,0.42,-0.19,-0.07,0.08,0.12,0.28,0.1
LOC413299,proteasomal ubiquitin receptor ADRM1,0 vs 2,0.34,0.33,0.22,0.21,-0.01,-0.12,-0.12,-0.11,-0.11,0.13
LOC107964289,uncharacterized LOC107964289,0 vs 2,0.84,0.6,0.72,0.71,-0.24,-0.12,-0.13,0.12,0.11,0.09
LOC551976,calcium-binding mitochondrial carrier protein SCaMC-2,0 vs 2,-0.25,-0.21,-0.35,-0.4,0.04,-0.11,-0.15,-0.14,-0.19,-0.03
LOC409515,long-chain-fatty-acid--CoA ligase 4,0 vs 2,-0.32,-0.76,-0.85,-0.74,-0.45,-0.53,-0.42,-0.08,0.03,0.47
LOC411148,palmitoyltransferase Hip14,0 vs 2,-0.5,-0.68,-0.68,-0.75,-0.18,-0.17,-0.24,0.01,-0.06,-0.08
LOC411694,E3 ubiquitin-protein ligase KCMF1,0 vs 2,-0.28,-0.3,-0.57,-0.45,-0.02,-0.29,-0.17,-0.27,-0.15,-0.05
LOC551408,uncharacterized LOC551408,0 vs 2,0.24,0.26,0.22,0.32,0.02,-0.02,0.08,-0.04,0.06,0.01
LOC412209,probable cytochrome P450 6a17,0 vs 2,0.35,0.21,-0.23,-0.38,-0.15,-0.58,-0.74,-0.43,-0.59,0.76
LOC551909,arf-GAP domain and FG repeat-containing protein 1,0 vs 4,0.28,0.14,0.25,0.25,-0.14,-0.04,-0.03,0.1,0.11,-0.04
LOC102653944,uncharacterized LOC102653944,0 vs 4,-0.25,-0.48,0.16,0.27,-0.23,0.41,0.52,0.64,0.75,-0.21
LOC102656571,uncharacterized LOC102656571,0 vs 4,1.07,1.1,1.13,1.26,0.03,0.06,0.18,0.03,0.15,-0.47
LOC113219058,uncharacterized LOC113219058,0 vs 4,0.89,1.15,0.8,0.66,0.26,-0.09,-0.22,-0.35,-0.49,0.14
LOC552371,ATP-binding cassette sub-family G member 4,0 vs 4,0.55,0.44,0.48,0.44,-0.11,-0.08,-0.12,0.04,-0.01,-0.17
LOC100577998,origin recognition complex subunit 3,0 vs 4,0.09,0.28,0.18,0.15,0.2,0.1,0.07,-0.1,-0.13,-0.02
LOC724735,endocuticle structural glycoprotein SgAbd-8-like,0 vs 4,-1.33,-3.22,-3.5,-3.14,-1.89,-2.17,-1.81,-0.28,0.08,2.35
LOC408701,protein phosphatase 1H,0 vs 4,0.39,0.39,0.32,0.41,0,-0.06,0.02,-0.07,0.02,-0.09
LOC412080,coronin-1C,0 vs 4,0.19,0.21,0.23,0.32,0.03,0.04,0.14,0.02,0.11,-0.08
LOC102654379,"essential MCU regulator, mitochondrial",0 vs 6,0.1,0.57,0.65,0.68,0.47,0.55,0.59,0.08,0.11,-0.16
LOC102656465,guanine nucleotide-binding protein G(o) subunit alpha,0 vs 6,-0.17,-0.36,-0.81,-1.04,-0.2,-0.64,-0.88,-0.44,-0.68,0.51
LOC727116,uncharacterized LOC727116,0 vs 6,0.22,0.45,0.33,0.26,0.22,0.11,0.04,-0.11,-0.18,-0.13
LOC410739,teneurin-m,0 vs 6,-0.2,-0.39,-0.53,-0.99,-0.19,-0.33,-0.79,-0.14,-0.6,0.13
LOC100577441,uncharacterized LOC100577441,0 vs 6,0.65,0.95,1.02,1.02,0.3,0.38,0.37,0.08,0.07,-0.04
LOC411647,calumenin,0 vs 6,-0.02,0.16,0.13,0.13,0.18,0.15,0.15,-0.03,-0.03,0.02
LOC409084,arginine-glutamic acid dipeptide repeats protein,0 vs 6,-0.07,-0.02,-0.03,-0.08,0.05,0.04,-0.01,-0.01,-0.05,-0.27
LOC102656337,mitotic spindle assembly checkpoint protein MAD2A,0 vs 6,0.22,0.19,0.15,0.25,-0.03,-0.07,0.03,-0.04,0.06,0.24
LOC412274,plexin-B,0 vs 6,-0.23,-0.28,-0.53,-0.58,-0.04,-0.3,-0.35,-0.26,-0.31,0.19
LOC551607,DNA-directed RNA polymerase II subunit RPB11,0 vs 6,0.31,0.27,0.25,0.38,-0.04,-0.06,0.07,-0.02,0.11,0.07
LOC410821,tetraspanin-9,0 vs 6,0.6,0.95,1.12,1.28,0.34,0.52,0.68,0.17,0.34,-0.34
LOC552295,translocon-associated protein subunit gamma,0 vs 6,-0.02,0.06,0.14,0.34,0.08,0.16,0.36,0.08,0.28,-0.06
LOC100578885,putative transcription factor capicua,0 vs 6,-0.29,-0.32,-0.55,-0.66,-0.03,-0.26,-0.36,-0.23,-0.33,-0.05
LOC100578220,uncharacterized LOC100578220,0 vs 6,0.05,-0.15,-0.67,-0.72,-0.2,-0.72,-0.77,-0.52,-0.57,0.46
LOC409505,cysteine-rich hydrophobic domain-containing protein 2,0 vs 6,-0.21,-0.67,-0.67,-0.89,-0.46,-0.46,-0.68,-0,-0.22,0.27
LOC413736,serine/threonine-protein kinase SIK2,0 vs 6,-0.28,-0.17,-0.38,-0.33,0.11,-0.1,-0.05,-0.21,-0.16,0.06
LOC552257,bromodomain-containing protein DDB_G0270170,0 vs 6,0.84,1.19,1.33,1.5,0.35,0.49,0.66,0.14,0.31,-0.45
LOC725169,contactin,0 vs 6,-0,0.15,0.18,0.36,0.15,0.19,0.36,0.04,0.21,-0.06
LOC726149,sodium channel protein Nach,0 vs 6,0.9,1.14,1.75,1.6,0.24,0.85,0.69,0.61,0.46,-1.03
LOC411157,fat-like cadherin-related tumor suppressor homolog,0 vs 6,-0.3,-0.08,-0.4,-0.46,0.22,-0.1,-0.16,-0.32,-0.38,0.13
LOC100577385,facilitated trehalose transporter Tret1,0 vs 6,0.53,0.57,0.71,0.9,0.04,0.18,0.37,0.14,0.33,0.11
LOC724205,protein AF-9,0 vs 6,-0.18,-0.28,-0.27,-0.55,-0.1,-0.09,-0.38,0.01,-0.27,0.02
LOC107965723,uncharacterized LOC107965723,0 vs 6,-0.66,-0.65,-0.91,-0.98,0.01,-0.25,-0.32,-0.26,-0.33,0.67
LOC726840,BET1 homolog,0 vs 6,-0.07,0.15,0.19,0.47,0.22,0.25,0.54,0.04,0.32,0.07
Dscam,Down syndrome cell adhesion molecule,0 vs 6,0.01,-0.21,-0.35,-0.57,-0.22,-0.36,-0.58,-0.13,-0.36,0.07
LOC724537,ubiquitin carboxyl-terminal hydrolase 36,0 vs 6,-0.32,-0.49,-0.59,-0.63,-0.17,-0.27,-0.31,-0.1,-0.14,0.21
LOC102655490,uncharacterized LOC102655490,0 vs 6,0.97,0.67,0.98,1.2,-0.3,0.01,0.23,0.31,0.53,-0.21
LOC406152,juvenile hormone epoxide hydrolase 1,0 vs 6,-0.03,0.05,0.06,0.12,0.09,0.09,0.15,0,0.06,0.02
LOC410306,ADP-ribosylation factor 2,0 vs 6,0.02,0.1,0.05,0.09,0.08,0.03,0.07,-0.05,-0,0.07
LOC113218730,myb-like protein D,0 vs 6,-0.7,-0.73,-1.1,-0.98,-0.03,-0.4,-0.28,-0.37,-0.25,0.32
LOC102655865,uncharacterized LOC102655865,0 vs 6,0.89,1.17,1.01,1.14,0.27,0.12,0.25,-0.15,-0.02,-0.15
LOC551272,talin-1,0 vs 6,-0.12,-0.45,-0.48,-0.61,-0.33,-0.36,-0.5,-0.03,-0.17,0.12
LOC409337,zinc finger MIZ domain-containing protein 1,0 vs 6,-0.36,-0.76,-0.92,-1.38,-0.4,-0.56,-1.02,-0.16,-0.62,0.22
LOC551516,uncharacterized LOC551516,0 vs 6,0.24,0.34,0.41,0.56,0.11,0.17,0.32,0.07,0.22,-0.26
LOC412541,long-chain-fatty-acid--CoA ligase 6,0 vs 6,0.7,0.38,0.67,0.75,-0.32,-0.03,0.06,0.28,0.37,-0.1
LOC409089,vesicular inhibitory amino acid transporter,0 vs 6,0.21,-0.14,-0.17,-0.55,-0.34,-0.38,-0.76,-0.03,-0.42,-0.02
LOC409057,uncharacterized LOC409057,0 vs 6,0.2,0.42,0.29,0.15,0.22,0.09,-0.05,-0.12,-0.27,0.03
LOC552449,mediator of RNA polymerase II transcription subunit 6,0 vs 6,-0.04,0.13,0.24,0.33,0.17,0.27,0.36,0.11,0.19,-0.11
LOC409283,"splicing factor, arginine/serine-rich 15",0 vs 6,-0.27,-0.35,-0.3,-0.64,-0.08,-0.03,-0.37,0.05,-0.29,0.05
LOC551768,B-cell receptor-associated protein 31,0 vs 6,0.08,0.27,0.33,0.43,0.19,0.24,0.34,0.06,0.16,-0.03
LOC107965749,acyl-CoA Delta(11) desaturase-like,0 vs 6,0.56,0.81,0.87,0.82,0.26,0.31,0.26,0.05,0,-0.42
LOC113218824,uncharacterized LOC113218824,0 vs 6,0.91,1.55,1.85,1.59,0.65,0.95,0.69,0.3,0.04,-0.39
LOC726303,N-acetyltransferase family 8 member 3,0 vs 6,0.32,0.25,0.03,0.35,-0.07,-0.29,0.03,-0.22,0.09,0.39
LOC411820,dual specificity protein phosphatase Mpk3,0 vs 6,-0.43,-0.57,-0.74,-1,-0.14,-0.3,-0.57,-0.17,-0.43,0.13
LOC552030,uncharacterized LOC552030,0 vs 6,-0.19,-0.38,-0.61,-1.04,-0.19,-0.42,-0.85,-0.23,-0.66,0.05
LOC100578438,uncharacterized LOC100578438,0 vs 6,0.27,0.68,0.71,0.67,0.41,0.44,0.4,0.03,-0.01,-0.17
LOC552692,D-aspartate oxidase,0 vs 6,0.01,-0.02,0.04,0.17,-0.03,0.02,0.15,0.05,0.18,0.11
LOC725283,uncharacterized LOC725283,0 vs 6,0.55,1.23,1.41,1.44,0.69,0.87,0.89,0.18,0.2,-0.62
ROCK2,"Rho-associated, coiled-coil containing protein kinase 2",0 vs 6,-0.23,-0.27,-0.27,-0.39,-0.04,-0.04,-0.15,-0,-0.12,-0.02
LOC413377,PHD finger protein rhinoceros,0 vs 6,-0.37,-0.4,-0.51,-0.9,-0.03,-0.14,-0.54,-0.11,-0.51,-0.02
LOC102653663,uncharacterized LOC102653663,0 vs 6,0.79,1.33,1.19,1.28,0.55,0.4,0.49,-0.14,-0.06,-0.22
LOC107964360,uncharacterized LOC107964360,0 vs 6,-0.88,-0.72,-0.19,-0.69,0.16,0.69,0.19,0.54,0.03,-0.68
LOC551489,phospholipid phosphatase 5,0 vs 6,0.11,0.19,0.26,0.48,0.08,0.16,0.37,0.07,0.29,-0.01
LOC726288,uncharacterized LOC726288,0 vs 6,0.64,1.08,1.61,1.68,0.44,0.97,1.04,0.53,0.6,-0.81
LOC552051,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0 vs 6,0.03,0.02,-0.06,-0.01,-0.01,-0.09,-0.04,-0.08,-0.03,0.13
LOC107964042,uncharacterized LOC107964042,0 vs 6,0.31,0.28,0.5,0.75,-0.03,0.19,0.44,0.22,0.47,-0.01
LOC412795,cadherin-99C,0 vs 6,0.37,0.77,0.88,0.94,0.4,0.5,0.57,0.1,0.16,-0.39
LOC411316,kinesin 9,0 vs 6,0.09,1.02,1.05,0.96,0.93,0.96,0.87,0.03,-0.06,-0.49
LOC552209,neo-calmodulin,0 vs 6,-0.08,-0.25,-0.08,-0.15,-0.17,-0,-0.07,0.17,0.1,-0.18
LOC408415,biogenesis of lysosome-related organelles complex 1 subunit 1,0 vs 6,0.17,0.19,0.22,0.32,0.02,0.05,0.15,0.03,0.13,0.21
LOC409457,eIF-2-alpha kinase activator GCN1,0 vs 6,-0.15,-0.31,-0.51,-0.59,-0.16,-0.36,-0.45,-0.2,-0.28,0.23
LOC410730,dnaJ homolog subfamily C member 22,0 vs 6,0.37,0.59,0.53,0.61,0.22,0.16,0.24,-0.06,0.02,-0.02
LOC551510,uncharacterized LOC551510,0 vs 6,0.36,0.57,0.69,0.8,0.21,0.32,0.43,0.11,0.22,-0.28
LOC552227,translocon-associated protein subunit delta,0 vs 6,0.08,0.26,0.38,0.54,0.18,0.3,0.46,0.12,0.28,-0.21
LOC724554,protein THEM6,0 vs 6,-0.53,-0.96,-0.99,-0.34,-0.43,-0.46,0.19,-0.03,0.61,0.44
LOC409891,cell division cycle and apoptosis regulator protein 1,0 vs 6,-0.23,-0.33,-0.29,-0.59,-0.1,-0.06,-0.36,0.04,-0.26,-0.05
LOC552756,cathepsin L1,0 vs 6,0.08,0.32,0.43,0.44,0.24,0.35,0.35,0.11,0.12,-0.18
LOC724402,uncharacterized LOC724402,0 vs 6,-0.09,-0.1,-0.05,-0.5,-0.01,0.03,-0.41,0.04,-0.4,-0.28
LOC726354,serine-rich adhesin for platelets,0 vs 6,-0.19,-0.31,-0.31,-0.43,-0.12,-0.12,-0.24,-0.01,-0.12,0.04
LOC411907,cytoplasmic polyadenylation element-binding protein 1,0 vs 8,-0.2,-0.51,-0.38,-0.37,-0.32,-0.19,-0.18,0.13,0.14,-0.17
LOC724616,neprilysin-1,0 vs 8,-0.44,-0.27,-0.42,-0.48,0.17,0.02,-0.04,-0.15,-0.21,0.08
LOC100576742,integrin beta-nu,0 vs 8,0.39,0.57,0.73,0.74,0.18,0.34,0.35,0.16,0.17,-0.29
LOC100578776,uncharacterized LOC100578776,0 vs 8,0.37,0.52,1.04,1.31,0.14,0.67,0.94,0.53,0.79,-0.64
LOC724654,cytochrome b5,0 vs 8,-0.7,0.29,0.01,-0.16,0.99,0.71,0.54,-0.28,-0.46,-0.54
LOC724281,probable serine/threonine-protein kinase mps1,0 vs 8,-0.48,-0.32,-0.61,-0.8,0.16,-0.13,-0.32,-0.29,-0.48,0.09
LOC724412,muscle segmentation homeobox,0 vs 8,-0.18,-0.21,-0.29,-0.57,-0.03,-0.11,-0.38,-0.09,-0.36,0.03
LOC725157,uncharacterized LOC725157,0 vs 8,-0.32,-0.12,-0.6,-0.4,0.2,-0.29,-0.09,-0.48,-0.29,0.27
LOC411201,discoidin domain-containing receptor 2,0 vs 8,-0.13,-0.01,-0.24,-0.32,0.12,-0.11,-0.19,-0.23,-0.31,-0.17
LOC726601,transferrin,0 vs 8,0.19,0.35,0.66,0.66,0.16,0.47,0.47,0.31,0.3,-0.32
LOC724587,nucleotide exchange factor SIL1,0 vs 8,0.35,0.13,0.17,0.18,-0.22,-0.18,-0.17,0.04,0.05,0.16
LOC100576421,uncharacterized LOC100576421,0 vs 8,0.48,0.51,0.82,0.87,0.02,0.34,0.39,0.31,0.37,-0.61
CSP2,chemosensory protein 2,0 vs 8,0.76,1.16,2.05,2.68,0.4,1.3,1.92,0.9,1.52,-1.38
LOC100576547,"glucose dehydrogenase [FAD, quinone]",0 vs 8,0.41,0.69,0.77,0.99,0.27,0.36,0.58,0.09,0.3,-0.46
LOC100577598,leucine-rich repeat extensin-like protein 3,0 vs 8,0.31,0.31,0.45,0.49,0,0.15,0.18,0.14,0.18,-0.2
Calpb,calpain-B,0 vs 8,0.17,0.33,0.39,0.33,0.16,0.21,0.16,0.05,-0,-0.14
LOC551914,actin-like protein 6B,0 vs 8,-0.05,-0.35,-0.25,-0.28,-0.3,-0.2,-0.23,0.09,0.07,-0.04
LOC551591,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,0 vs 8,0.37,0.64,0.74,0.87,0.26,0.37,0.5,0.11,0.23,-0.47
LOC100578314,monocarboxylate transporter 10,0 vs 8,-0.16,-0.53,-0.6,-0.73,-0.37,-0.45,-0.57,-0.08,-0.2,0.27
LOC725974,"calcium uniporter protein, mitochondrial",0 vs 8,-0.18,0,-0.53,-0.57,0.18,-0.35,-0.39,-0.54,-0.57,0.34
LOC408827,carbonic anhydrase 1,0 vs 8,-0.24,0.13,-0.14,-0.45,0.37,0.11,-0.21,-0.27,-0.59,-0.56
LOC726782,PEST proteolytic signal-containing nuclear protein,0 vs 8,-0.25,-0.35,-0.52,-0.54,-0.1,-0.27,-0.29,-0.17,-0.19,0.39
LOC725064,vesicular acetylcholine transporter,0 vs 8,-0.35,-0.44,-0.73,-0.58,-0.09,-0.38,-0.23,-0.29,-0.14,0.31
LOC100578875,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",0 vs 8,0.21,0.46,0.7,0.82,0.26,0.49,0.61,0.23,0.35,-0.33
LOC413785,FK506-binding protein 2,0 vs 8,0.33,0.47,0.94,1.14,0.14,0.61,0.81,0.47,0.67,-0.67
LOC726278,synaptic vesicular amine transporter-like,0 vs 8,0.1,0.09,-0.17,-0.21,-0.02,-0.28,-0.32,-0.26,-0.3,-0.06
LOC724296,DNA mismatch repair protein Mlh1,0 vs 8,-0.4,-0.6,-0.52,-0.78,-0.2,-0.12,-0.38,0.08,-0.18,0.22
LOC102656249,protein HEXIM1,0 vs 8,0.55,0.32,0.43,0.44,-0.23,-0.11,-0.11,0.11,0.12,-0.02
LOC409786,jazigo,0 vs 8,-0.11,-0.02,-0.45,-0.53,0.09,-0.33,-0.42,-0.43,-0.51,0.2
LOC551632,methyl farnesoate epoxidase,0 vs 8,0.42,0.74,1.6,2.02,0.32,1.18,1.59,0.86,1.28,-1.29
LOC725576,protein GPR107,0 vs 8,0.14,0.11,0.23,0.35,-0.04,0.09,0.21,0.12,0.25,-0.12
LOC552231,probable RNA-binding protein 19,0 vs 8,-0.2,-0.28,-0.38,-0.62,-0.09,-0.18,-0.43,-0.1,-0.34,0.21
LOC408373,phosphatidylinositol 4-kinase beta,0 vs 8,0.39,0.24,0.15,0.22,-0.14,-0.24,-0.17,-0.09,-0.03,-0.02
LOC725439,uncharacterized LOC725439,0 vs 8,0.47,-0.23,-0.28,-0.48,-0.7,-0.75,-0.95,-0.05,-0.25,0.95
LOC409179,4-hydroxybutyrate coenzyme A transferase,0 vs 8,-0.23,-0.38,-0.23,-0.38,-0.15,0,-0.16,0.15,-0,-0.02
Pgrp-s2,peptidoglycan recognition protein S2,0 vs 8,-0.35,-0.6,-0.56,-0.58,-0.26,-0.21,-0.23,0.04,0.02,0.16
LOC724275,uncharacterized LOC724275,0 vs 8,-0.42,-0.42,-0.25,0.1,0,0.17,0.52,0.17,0.52,-0.46
LOC552092,uncharacterized LOC552092,0 vs 8,-0.08,-0.09,-0.15,-0.19,-0.01,-0.07,-0.1,-0.06,-0.09,0.07
LOC412515,"phospholipase B1, membrane-associated",0 vs 8,-0.63,-0.3,-0.97,-1.02,0.34,-0.34,-0.38,-0.67,-0.72,0.77
LOC725599,protein zer-1 homolog,0 vs 8,0.44,0.41,0.46,0.43,-0.02,0.02,-0.01,0.05,0.02,-0.19
LOC107964744,uncharacterized LOC107964744,0 vs 8,0.36,1.34,0.88,0.82,0.98,0.52,0.46,-0.46,-0.52,-0.4
LOC100577047,uncharacterized LOC100577047,0 vs 8,-0.47,-0,-0.49,-0.37,0.47,-0.02,0.1,-0.49,-0.36,0.25
LOC410018,protein I'm not dead yet,0 vs 8,0.01,-0.05,0.01,0.05,-0.06,0,0.04,0.06,0.1,-0.3
LOC409498,kinase suppressor of Ras 2,0 vs 8,-0.09,-0.06,-0.06,-0.03,0.03,0.03,0.06,0,0.03,-0.13
LOC408568,peptidyl-alpha-hydroxyglycine alpha-amidating lyase 1,0 vs 8,0.21,0.09,0.2,0.25,-0.12,-0.01,0.04,0.11,0.16,-0.06
LOC726158,glutathione hydrolase 1 proenzyme,0 vs 8,0.12,-0.29,-0.29,-0.32,-0.41,-0.4,-0.43,0,-0.03,0.41
LOC724557,plant intracellular Ras-group-related LRR protein 7,0 vs 8,0.48,0.32,0.57,0.83,-0.16,0.09,0.34,0.26,0.51,-0.13
LOC726683,myosin-VIIa,0 vs 8,0.31,0.37,0.52,0.43,0.06,0.2,0.12,0.14,0.06,-0.32
Msx,homeobox protein Msx,0 vs 8,-0.4,-0.26,-0.31,-0.54,0.13,0.08,-0.14,-0.05,-0.27,-0.14
LOC552311,T-box transcription factor TBX10,0 vs 8,0.07,-0.01,-0.27,-0.69,-0.08,-0.34,-0.76,-0.26,-0.68,0.15
LOC100578213,probable serine/threonine-protein kinase dyrk2,0 vs 8,-0.13,-0.14,0.02,0.43,-0.01,0.16,0.56,0.17,0.57,-0.37
LOC113218532,protein bowel-like,0 vs 8,-0.34,-0.35,-0.74,-0.67,-0.01,-0.4,-0.33,-0.39,-0.32,0.61
LOC551848,protocadherin-like wing polarity protein stan,0 vs 8,-0.09,-0.22,-0.66,-0.64,-0.13,-0.57,-0.55,-0.44,-0.42,0.46
LOC410393,alkaline phosphatase,0 vs 8,0.43,0.57,0.65,0.63,0.14,0.21,0.19,0.07,0.05,-0.06
Ubx,ultrabithorax,0 vs 8,-0.25,-0.31,-0.42,-0.49,-0.06,-0.17,-0.24,-0.11,-0.18,0.19
LOC107966045,uncharacterized LOC107966045,0 vs 8,-0.14,-0.82,-0.89,-1.14,-0.68,-0.75,-1,-0.07,-0.32,0.66
LOC409439,protein transport protein Sec24C,0 vs 8,0.19,0.2,0.42,0.25,0.01,0.23,0.06,0.22,0.06,-0.32
